SC,45,001,Abbeville County,H1
SC,45,003,Aiken County,H1
SC,45,005,Allendale County,H1
SC,45,007,Anderson County,H1
SC,45,009,Bamberg County,H1
SC,45,011,Barnwell County,H1
SC,45,013,Beaufort County,H1
SC,45,015,Berkeley County,H1
SC,45,017,Calhoun County,H1
SC,45,019,Charleston County,H1
SC,45,021,Cherokee County,H1
SC,45,023,Chester County,H1
SC,45,025,Chesterfield County,H1
SC,45,027,Clarendon County,H1
SC,45,029,Colleton County,H1
SC,45,031,Darlington County,H1
SC,45,033,Dillon County,H1
SC,45,035,Dorchester County,H1
SC,45,037,Edgefield County,H1
SC,45,039,Fairfield County,H1
SC,45,041,Florence County,H1
SC,45,043,Georgetown County,H1
SC,45,045,Greenville County,H1
SC,45,047,Greenwood County,H1
SC,45,049,Hampton County,H1
SC,45,051,Horry County,H1
SC,45,053,Jasper County,H1
SC,45,055,Kershaw County,H1
SC,45,057,Lancaster County,H1
SC,45,059,Laurens County,H1
SC,45,061,Lee County,H1
SC,45,063,Lexington County,H1
SC,45,065,McCormick County,H1
SC,45,067,Marion County,H1
SC,45,069,Marlboro County,H1
SC,45,071,Newberry County,H1
SC,45,073,Oconee County,H1
SC,45,075,Orangeburg County,H1
SC,45,077,Pickens County,H1
SC,45,079,Richland County,H1
SC,45,081,Saluda County,H1
SC,45,083,Spartanburg County,H1
SC,45,085,Sumter County,H1
SC,45,087,Union County,H1
SC,45,089,Williamsburg County,H1
SC,45,091,York County,H1
